"Compound";"Code";"site";"Rainfallevent";"conc_water"
"490";"Diazinon";"CH44";"B";"Sampling_3";0.00295605179279687
"491";"Diazinon";"CH29";"G";"Sampling_2";0.0131319742685495
"492";"Diazinon";"CH42";"T";"Sampling_2";0.0550843714826406
"493";"Diazinon";"CH21";"A";"Sampling_2";0.00172551129521793
"494";"Diazinon";"CH78";"K";"Sampling_4";0.00161895671523947
"495";"Diazinon";"CH67";"A";"Sampling_4";0.00181603707582139
"496";"Diazinon";"CH51";"G";"Sampling_3";0.0323998075196901
"497";"Diazinon";"CH88";"R";"Sampling_4";0.000528089973058366
"498";"Diazinon";"CH54";"I";"Sampling_3";0.00423299194233505
"499";"Diazinon";"CH58";"M";"Sampling_3";0.0376166301485823
"500";"Diazinon";"CH35";"M";"Sampling_2";0.00030630772638513
"501";"Diazinon";"CH80";"L";"Sampling_4";0.000565217134291426
"506";"Dichlorvos";"CH87";"Q";"Sampling_4";0.0186539774603965
"507";"Dichlorvos";"CH82";"M";"Sampling_4";0.00199025911895571
"508";"Dichlorvos";"CH58";"M";"Sampling_3";5.60780696493455e-05
"509";"Dichlorvos";"CH47";"D";"Sampling_3";0.000153272057806453
"510";"Dichlorvos";"CH56";"K";"Sampling_3";0.00145951227672055
"511";"Dichlorvos";"CH62";"Q";"Sampling_3";0.000869167676737468
"512";"Difenoconazol";"CH21";"A";"Sampling_2";0.000683089032081091
"513";"Difenoconazol";"CH43";"A";"Sampling_3";0.000382661748784119
"514";"Dimethenamid";"CH66";"T";"Sampling_3";0.044492299861898
"515";"Dimethenamid";"RO7";"F";"Sampling_1";0.00521584778817279
"516";"Dimethenamid";"CH42";"T";"Sampling_2";0.000324694432760231
"517";"Dimethenamid";"CH54";"I";"Sampling_3";0.000319145054881449
"518";"Dimethenamid";"CH38";"P";"Sampling_2";0.02703262144796
"519";"Dimethenamid";"RO8";"G";"Sampling_1";0.00516986064602992
"520";"Dimethenamid";"CH93";"T";"Sampling_4";0.0241421974554353
"521";"Dimethenamid";"CH85";"P";"Sampling_4";0.220722034853198
"522";"Dimethenamid";"CH51";"G";"Sampling_3";0.0027135136539775
"523";"Dimethenamid";"CH37";"O";"Sampling_2";0.0106847569498723
"524";"Dimethenamid";"CH77";"I";"Sampling_4";0.000344146211496485
"525";"Dimethenamid";"RO15";"O";"Sampling_1";0.00822212681818364
"526";"Dimethenamid";"CH28";"F";"Sampling_2";0.00072439576964335
"527";"Dimethenamid";"CH61";"P";"Sampling_3";1.47977226724538
"528";"Dimethenamid";"CH74";"G";"Sampling_4";0.000163680851348253
"529";"Dimethenamid";"CH72";"F";"Sampling_4";0.000248135971329721
"530";"Dimethenamid";"CH50";"F";"Sampling_3";0.000550818527470765
"531";"Dimethenamid";"RO16";"P";"Sampling_1";0.0390856042909035
"532";"Dimethenamid";"CH53";"H";"Sampling_3";0.00533001614643499
"533";"Dimethenamid";"CH84";"O";"Sampling_4";0.000248659637801264
"534";"Dimethenamid";"CH49";"E";"Sampling_3";0.000435598241645731
"535";"Dimethenamid";"CH29";"G";"Sampling_2";0.00578999334728598
"536";"Dimethoat";"CH38";"P";"Sampling_2";0.0088537173337728
"537";"Dimethoat";"CH78";"K";"Sampling_4";0.00106082808036804
"538";"Dimethoat";"CH61";"P";"Sampling_3";0.000731972680403262
"539";"Dimethoat";"CH74";"G";"Sampling_4";0.00243570013023862
"540";"Dimethoat";"CH69";"C";"Sampling_4";0.179312445718248
"541";"Dimethoat";"CH50";"F";"Sampling_3";0.000616286767562863
"542";"Dimethoat";"RO3";"C";"Sampling_1";0.004306196278196
"543";"Dimethoat";"CH29";"G";"Sampling_2";0.00160048915934101
"544";"Dimethoat";"CH88";"R";"Sampling_4";0.00375445954676806
"545";"Dimethoat";"CH72";"F";"Sampling_4";0.00168427950204747
"546";"Dimethoat";"CH51";"G";"Sampling_3";0.00123400001685654
"547";"Dimethoat";"CH71";"E";"Sampling_4";0.00252381643947337
"548";"Dimethoat";"CH21";"A";"Sampling_2";0.00504509025099748
"549";"Dimethoat";"CH53";"H";"Sampling_3";0.000265045423461975
"550";"Dimethoat";"CH83";"N";"Sampling_4";0.00182453017198655
"551";"Dimethoat";"CH43";"A";"Sampling_3";0.00161144387738951
"552";"Dimethoat";"CH70";"D";"Sampling_4";0.0103290299005054
"553";"Dimethoat";"CH40";"R";"Sampling_2";0.00548474675632419
"554";"Dimethoat";"CH85";"P";"Sampling_4";0.002026744268638
"555";"Dimethomorph";"CH38";"P";"Sampling_2";6.64706899008604e-05
"556";"Dimethomorph";"CH46";"C";"Sampling_3";0.000203054655354819
"557";"Dimethomorph";"CH51";"G";"Sampling_3";0.000426164756658888
"558";"Dimethomorph";"CH82";"M";"Sampling_4";0.00178835646088797
"559";"Dimethomorph";"CH57";"L";"Sampling_3";6.28441828805467e-05
"560";"Dimethomorph";"CH78";"K";"Sampling_4";0.000137384785621376
"561";"Dimethomorph";"CH21";"A";"Sampling_2";6.87763252719681e-05
"562";"Dimethomorph";"CH34";"L";"Sampling_2";6.80974308909802e-05
"563";"Dimethomorph";"CH90";"S";"Sampling_4";0.000554645308948965
"564";"Dimethomorph";"CH33";"K";"Sampling_2";6.52536147085043e-05
"565";"Dimethomorph";"CH56";"K";"Sampling_3";6.91220850347581e-05
"566";"Dimethomorph";"CH93";"T";"Sampling_4";0.000675514636133239
"567";"Dimethomorph";"CH87";"Q";"Sampling_4";5.9632675918771e-05
"568";"Dimethomorph";"CH44";"B";"Sampling_3";0.00256767063784029
"569";"Dimethomorph";"CH22";"B";"Sampling_2";0.000146500024604752
"570";"Dimethomorph";"CH69";"C";"Sampling_4";0.000265397003073291
"571";"Dimethomorph";"CH42";"T";"Sampling_2";0.000197602333574535
"572";"Dimethomorph";"CH27";"E";"Sampling_2";0.000131584444913929
"573";"Dimethomorph";"CH40";"R";"Sampling_2";0.000270595709054801
"574";"Dimethomorph";"CH36";"N";"Sampling_2";6.63408241042406e-05
"575";"Dimethomorph";"CH23";"C";"Sampling_2";0.000166997837502618
"576";"Dimethomorph";"CH65";"S";"Sampling_3";6.56663593645969e-05
"577";"Dimethomorph";"CH53";"H";"Sampling_3";6.8650536983556e-05
"578";"Dimethomorph";"CH25";"D";"Sampling_2";6.63690452117556e-05
"579";"Dimethomorph";"CH29";"G";"Sampling_2";6.90915785867695e-05
"580";"Dimethomorph";"CH63";"R";"Sampling_3";6.73857072641522e-05
"581";"Dimethomorph";"CH30";"H";"Sampling_2";6.07176302935142e-05
"582";"Dimethomorph";"CH70";"D";"Sampling_4";0.00237810289245889
"583";"Dimethomorph";"CH77";"I";"Sampling_4";0.0016057088504229
"584";"Dimethomorph";"CH74";"G";"Sampling_4";0.000597676737101904
"585";"Dimethomorph";"CH61";"P";"Sampling_3";6.31971140526483e-05
"586";"Dimethomorph";"CH37";"O";"Sampling_2";6.66925401143228e-05
"587";"Dimethomorph";"CH71";"E";"Sampling_4";0.000756920859312701
"588";"Dimethomorph";"CH66";"T";"Sampling_3";6.68570267977193e-05
"589";"Dimethomorph";"CH80";"L";"Sampling_4";6.75861541765345e-05
"590";"Dimethomorph";"CH76";"H";"Sampling_4";0.000783586677620411
"591";"Dimethomorph";"CH50";"F";"Sampling_3";6.38508176846453e-05
"592";"Dimethomorph";"CH88";"R";"Sampling_4";0.000208383955422248
"593";"Dimethomorph";"CH72";"F";"Sampling_4";0.000335578740648301
"594";"Dimethomorph";"CH32";"I";"Sampling_2";6.66901911684582e-05
"595";"Dimethomorph";"CH84";"O";"Sampling_4";0.000269029557161723
"596";"Dimethomorph";"CH47";"D";"Sampling_3";6.53302883704395e-05
"597";"Dimethomorph";"CH68";"B";"Sampling_4";0.024641339846953
"598";"Dimethomorph";"CH39";"Q";"Sampling_2";0.00152755199548838
"599";"Dimethomorph";"CH58";"M";"Sampling_3";7.1707717255462e-05
"600";"Dimethomorph";"CH49";"E";"Sampling_3";7.06922943465618e-05
"601";"Dimethomorph";"CH54";"I";"Sampling_3";6.47416988923414e-05
"602";"Dimethomorph";"CH60";"N";"Sampling_3";0.000262572190976499
"603";"Dimethomorph";"CH85";"P";"Sampling_4";0.000432316386008245
"604";"Dimethomorph";"CH43";"A";"Sampling_3";6.42133691400286e-05
"605";"Dimethomorph";"CH67";"A";"Sampling_4";0.000516473537710425
"606";"Dimethomorph";"CH41";"S";"Sampling_2";6.9310725421888e-05
"607";"Dimethomorph";"CH83";"N";"Sampling_4";0.00148524917357152
"608";"Dimethomorph";"CH28";"F";"Sampling_2";6.53114550610249e-05
"609";"Dimethomorph";"CH62";"Q";"Sampling_3";6.53773762613441e-05
"610";"Dimethomorph";"CH35";"M";"Sampling_2";0.000134298696680349
"637";"Diuron";"CH62";"Q";"Sampling_3";0.000649566244555586
"638";"Diuron";"CH71";"E";"Sampling_4";0.00468810086239485
"639";"Diuron";"CH50";"F";"Sampling_3";0.00362513659503967
"640";"Diuron";"CH69";"C";"Sampling_4";0.000565047807692098
"641";"Diuron";"CH28";"F";"Sampling_2";0.00194673382520866
"642";"Diuron";"RO2";"B";"Sampling_1";0.00217635501696826
"643";"Diuron";"CH49";"E";"Sampling_3";0.000802712424103113
"644";"Diuron";"CH85";"P";"Sampling_4";0.000350640089862974
"645";"Diuron";"CH87";"Q";"Sampling_4";0.000592488955116719
"646";"Diuron";"CH46";"C";"Sampling_3";0.00105677444376544
"647";"Diuron";"CH66";"T";"Sampling_3";0.000379581441974617
"648";"Diuron";"CH72";"F";"Sampling_4";0.00542996727287329
"649";"Diuron";"CH88";"R";"Sampling_4";0.00473240800987875
"650";"Diuron";"CH39";"Q";"Sampling_2";0.00180681079496264
"651";"Diuron";"RO8";"G";"Sampling_1";0.00263552202645997
"652";"Diuron";"CH56";"K";"Sampling_3";0.000294330999670037
"653";"Diuron";"CH93";"T";"Sampling_4";0.00134233439892523
"654";"Diuron";"RO17";"Q";"Sampling_1";0.00359066782758957
"655";"Diuron";"CH29";"G";"Sampling_2";0.00205940769419777
"656";"Diuron";"CH74";"G";"Sampling_4";0.00141388153553295
"657";"Diuron";"RO7";"F";"Sampling_1";0.00540656343299984
"658";"Diuron";"CH77";"I";"Sampling_4";0.00079273288223268
"659";"Diuron";"CH51";"G";"Sampling_3";0.00695621973819922
"660";"Diuron";"CH40";"R";"Sampling_2";0.000480096831042211
"661";"Diuron";"CH78";"K";"Sampling_4";0.000390001750970135
"662";"Diuron";"CH42";"T";"Sampling_2";0.00243076001134781
"663";"Epoxiconazol";"CH70";"D";"Sampling_4";0.00012693088916847
"664";"Epoxiconazol";"CH41";"S";"Sampling_2";0.000799081132896199
"665";"Epoxiconazol";"CH53";"H";"Sampling_3";0.000197867460385246
"666";"Epoxiconazol";"CH37";"O";"Sampling_2";0.000320373399318132
"667";"Epoxiconazol";"CH88";"R";"Sampling_4";0.000133469552561739
"668";"Epoxiconazol";"CH36";"N";"Sampling_2";0.00025494707858371
"669";"Epoxiconazol";"CH77";"I";"Sampling_4";0.000134146129672303
"670";"Epoxiconazol";"CH62";"Q";"Sampling_3";6.28111397030122e-05
"671";"Epoxiconazol";"CH49";"E";"Sampling_3";0.000271669732255913
"672";"Epoxiconazol";"CH39";"Q";"Sampling_2";0.000244598583585167
"673";"Epoxiconazol";"CH35";"M";"Sampling_2";0.000129027114294115
"674";"Epoxiconazol";"CH29";"G";"Sampling_2";0.000265518198684959
"675";"Epoxiconazol";"CH65";"S";"Sampling_3";0.000441621456135684
"676";"Epoxiconazol";"RO19";"S";"Sampling_1";0.0018141814201748
"677";"Epoxiconazol";"CH27";"E";"Sampling_2";0.000252838808311706
"678";"Epoxiconazol";"CH74";"G";"Sampling_4";0.000319009071963299
"679";"Epoxiconazol";"CH90";"S";"Sampling_4";0.00133218499954596
"680";"Epoxiconazol";"CH61";"P";"Sampling_3";0.00018214937582017
"681";"Epoxiconazol";"CH34";"L";"Sampling_2";0.000130848849853236
"682";"Epoxiconazol";"CH33";"K";"Sampling_2";0.000250768944486126
"683";"Epoxiconazol";"CH42";"T";"Sampling_2";0.000379691828872919
"684";"Epoxiconazol";"CH54";"I";"Sampling_3";0.000124400828735662
"685";"Epoxiconazol";"CH71";"E";"Sampling_4";0.000330549861276741
"686";"Epoxiconazol";"CH63";"R";"Sampling_3";6.47406383522546e-05
"687";"Epoxiconazol";"CH22";"B";"Sampling_2";0.00014074950752321
"688";"Epoxiconazol";"CH72";"F";"Sampling_4";0.00019344382750353
"691";"Fenamidon";"CH87";"Q";"Sampling_4";0.00021571677747658
"692";"Fenamidon";"CH72";"F";"Sampling_4";0.00024278623558972
"693";"Fenamidon";"CH41";"S";"Sampling_2";6.26816007424354e-05
"694";"Fenamidon";"CH60";"N";"Sampling_3";0.000118729425645702
"695";"Fenamidon";"CH54";"I";"Sampling_3";0.000995342727162947
"696";"Fenamidon";"CH76";"H";"Sampling_4";0.000708641656464085
"697";"Fenamidon";"CH77";"I";"Sampling_4";0.000252544893231147
"698";"Fenamidon";"CH93";"T";"Sampling_4";0.000549815409001092
"699";"Fenamidon";"CH88";"R";"Sampling_4";0.000314088952693363
"700";"Fenamidon";"CH67";"A";"Sampling_4";0.000233538084385528
"701";"Fenamidon";"CH68";"B";"Sampling_4";0.00138525607973046
"702";"Fenamidon";"CH74";"G";"Sampling_4";0.000420398848262566
"703";"Fenamidon";"CH85";"P";"Sampling_4";0.00424479658859224
"704";"Fenamidon";"CH51";"G";"Sampling_3";0.000128468280413033
"705";"Fenamidon";"CH90";"S";"Sampling_4";0.000940494479685125
"706";"Fenamidon";"CH82";"M";"Sampling_4";0.00012440859064986
"707";"Fenamidon";"CH53";"H";"Sampling_3";6.20845550780824e-05
"708";"Fenamidon";"CH62";"Q";"Sampling_3";5.91244511070639e-05
"709";"Fenamidon";"CH84";"O";"Sampling_4";0.000851545141902382
"710";"Fenamidon";"CH83";"N";"Sampling_4";0.000244217209422861
"711";"Fenamidon";"CH58";"M";"Sampling_3";6.48493357384324e-05
"712";"Fenamidon";"CH70";"D";"Sampling_4";0.000358442110082782
"713";"Fenamidon";"CH69";"C";"Sampling_4";0.000120006744148327
"714";"Fenamidon";"CH49";"E";"Sampling_3";0.0001278620629874
"715";"Fenamidon";"CH80";"L";"Sampling_4";6.1121973634291e-05
"716";"Fenamidon";"CH71";"E";"Sampling_4";0.000124459318547065
"717";"Fenamidon";"CH47";"D";"Sampling_3";0.000118163733739566
"719";"Fluopicolide";"CH69";"C";"Sampling_4";0.00188834441747602
"720";"Fluopicolide";"CH47";"D";"Sampling_3";0.000450750075278981
"721";"Fluopicolide";"CH46";"C";"Sampling_3";0.000291872344200032
"722";"Fluopicolide";"CH70";"D";"Sampling_4";0.000398802090444221
"723";"Fluopyram";"CH25";"D";"Sampling_2";0.00168854574925053
"724";"Fluopyram";"CH70";"D";"Sampling_4";0.00274504979943153
"725";"Fluopyram";"CH47";"D";"Sampling_3";0.00155131007758769
"726";"Fluopyram";"CH49";"E";"Sampling_3";0.00071941473765551
"727";"Fluopyram";"CH71";"E";"Sampling_4";0.000408490382373362
"736";"Imidacloprid";"CH93";"T";"Sampling_4";0.00421349602420973
"737";"Imidacloprid";"RO15";"O";"Sampling_1";0.000446990485331433
"738";"Imidacloprid";"CH41";"S";"Sampling_2";0.0216161464444284
"739";"Imidacloprid";"CH33";"K";"Sampling_2";0.00685502080141124
"740";"Imidacloprid";"CH27";"E";"Sampling_2";0.0539968953645651
"741";"Imidacloprid";"CH70";"D";"Sampling_4";0.00227704526407577
"742";"Imidacloprid";"RO4";"D";"Sampling_1";0.000788472915810481
"743";"Imidacloprid";"CH71";"E";"Sampling_4";0.0214602915705833
"744";"Imidacloprid";"CH42";"T";"Sampling_2";0.00345975241655669
"745";"Imidacloprid";"CH30";"H";"Sampling_2";0.00508287252725887
"746";"Imidacloprid";"CH61";"P";"Sampling_3";0.186721350619697
"747";"Imidacloprid";"CH46";"C";"Sampling_3";0.00577722482069976
"748";"Imidacloprid";"CH74";"G";"Sampling_4";0.272513536892062
"749";"Imidacloprid";"CH29";"G";"Sampling_2";0.158773266513312
"750";"Imidacloprid";"CH51";"G";"Sampling_3";0.128245812880948
"751";"Imidacloprid";"CH69";"C";"Sampling_4";0.00239597858786889
"752";"Imidacloprid";"RO16";"P";"Sampling_1";0.000946529891255755
"753";"Imidacloprid";"RO12";"L";"Sampling_1";0.000856056342645077
"754";"Imidacloprid";"CH65";"S";"Sampling_3";0.0183238230458999
"755";"Imidacloprid";"CH49";"E";"Sampling_3";0.0533769970992612
"756";"Imidacloprid";"CH23";"C";"Sampling_2";0.0685291089204036
"757";"Imidacloprid";"RO3";"C";"Sampling_1";0.000686551225394857
"758";"Imidacloprid";"CH72";"F";"Sampling_4";0.0649981021252459
"759";"Imidacloprid";"CH76";"H";"Sampling_4";0.00643104097421435
"760";"Imidacloprid";"CH85";"P";"Sampling_4";0.0648795545572659
"761";"Imidacloprid";"CH40";"R";"Sampling_2";0.00499686546450868
"762";"Imidacloprid";"RO13";"M";"Sampling_1";0.00178996545074609
"763";"Imidacloprid";"CH66";"T";"Sampling_3";0.00702346240076022
"764";"Imidacloprid";"RO9";"H";"Sampling_1";0.0014171034961476
"765";"Imidacloprid";"CH67";"A";"Sampling_4";0.00307312562736497
"766";"Imidacloprid";"RO17";"Q";"Sampling_1";0.000711843861571303
"767";"Imidacloprid";"CH25";"D";"Sampling_2";0.0018519903523709
"768";"Imidacloprid";"CH50";"F";"Sampling_3";0.0733649679215637
"769";"Imidacloprid";"CH77";"I";"Sampling_4";0.0183350955042865
"770";"Imidacloprid";"RO18";"R";"Sampling_1";0.000921493734378516
"771";"Imidacloprid";"RO11";"K";"Sampling_1";0.00112584702284666
"772";"Imidacloprid";"RO8";"G";"Sampling_1";0.000903065353937093
"773";"Imidacloprid";"RO7";"F";"Sampling_1";0.00208413744225424
"774";"Imidacloprid";"CH84";"O";"Sampling_4";0.0585113480130241
"775";"Imidacloprid";"CH37";"O";"Sampling_2";0.00569252348483279
"776";"Imidacloprid";"RO19";"S";"Sampling_1";0.00149236599734705
"777";"Imidacloprid";"CH62";"Q";"Sampling_3";0.0076192121241289
"778";"Imidacloprid";"RO10";"I";"Sampling_1";0.000782509684399291
"779";"Imidacloprid";"RO2";"B";"Sampling_1";0.000915215475286866
"780";"Imidacloprid";"CH88";"R";"Sampling_4";0.00695499923040209
"781";"Imidacloprid";"CH54";"I";"Sampling_3";0.00541974054450375
"782";"Imidacloprid";"RO6";"E";"Sampling_1";0.0103446702835618
"783";"Imidacloprid";"CH38";"P";"Sampling_2";0.010910745232037
"784";"Imidacloprid";"CH32";"I";"Sampling_2";0.00372190349424762
"785";"Imidacloprid";"CH87";"Q";"Sampling_4";0.00323014833590815
"786";"Imidacloprid";"CH21";"A";"Sampling_2";0.00203205613704814
"787";"Imidacloprid";"CH28";"F";"Sampling_2";0.0364495780484422
"788";"Imidacloprid";"CH44";"B";"Sampling_3";0.00144502960642179
"789";"Imidacloprid";"CH47";"D";"Sampling_3";0.00171576888016899
"790";"Imidacloprid";"CH39";"Q";"Sampling_2";0.00595502850297831
"791";"Imidacloprid";"CH63";"R";"Sampling_3";0.0101760644053711
"792";"Imidacloprid";"CH90";"S";"Sampling_4";0.0614530363179753
"793";"Imidacloprid";"CH53";"H";"Sampling_3";0.0045074213623314
"794";"Imidacloprid";"RO14";"N";"Sampling_1";0.00103131349801255
"795";"Iprovalicarb";"CH85";"P";"Sampling_4";0.00302416727495868
"796";"Iprovalicarb";"CH69";"C";"Sampling_4";0.00926895968015797
"797";"Iprovalicarb";"CH88";"R";"Sampling_4";0.00090034460730302
"798";"Irgarol";"CH47";"D";"Sampling_3";0.000690749550398753
"799";"Irgarol";"CH70";"D";"Sampling_4";7.76053508466547e-05
"800";"Isoproturon";"CH88";"R";"Sampling_4";0.00449267529646338
"801";"Isoproturon";"CH51";"G";"Sampling_3";0.001750084353467
"802";"Isoproturon";"CH63";"R";"Sampling_3";0.0269807400390167
"803";"Lenacil";"CH74";"G";"Sampling_4";0.00355517246483205
"804";"Lenacil";"CH58";"M";"Sampling_3";0.00895734936232159
"805";"Lenacil";"CH93";"T";"Sampling_4";0.00646561239280996
"806";"Lenacil";"CH82";"M";"Sampling_4";0.0189693544759282
"807";"Lenacil";"CH29";"G";"Sampling_2";0.00526800118644967
"808";"Lenacil";"CH61";"P";"Sampling_3";0.00246054537767984
"809";"Lenacil";"RO16";"P";"Sampling_1";0.116934593029717
"810";"Lenacil";"CH35";"M";"Sampling_2";0.00174294898482215
"867";"Mandipropamid";"CH68";"B";"Sampling_4";0.00658775854043059
"868";"Mandipropamid";"RO4";"D";"Sampling_1";0.00299933333825671
"869";"Mandipropamid";"RO1";"A";"Sampling_1";0.00309445519581629
"870";"Mandipropamid";"RO11";"K";"Sampling_1";0.00205118640825394
"871";"MCPA";"CH23";"C";"Sampling_2";0.00680694273714368
"872";"MCPA";"CH71";"E";"Sampling_4";0.00747941740453774
"873";"Metalaxyl";"CH29";"G";"Sampling_2";0.0111836173014934
"874";"Metalaxyl";"CH56";"K";"Sampling_3";0.00740165964398757
"875";"Metalaxyl";"CH74";"G";"Sampling_4";0.0206717708078411
"876";"Metalaxyl";"CH77";"I";"Sampling_4";0.00869266203082719
"877";"Metalaxyl";"CH78";"K";"Sampling_4";0.00273698522251567
"878";"Metalaxyl";"CH68";"B";"Sampling_4";0.00190723522826877
"879";"Metalaxyl";"CH32";"I";"Sampling_2";0.0141164246149841
"880";"Metalaxyl";"CH33";"K";"Sampling_2";0.0414370261989961
"881";"Metalaxyl";"RO11";"K";"Sampling_1";0.0580734861201859
"882";"Metalaxyl";"CH70";"D";"Sampling_4";0.00608658497562945
"883";"Metalaxyl";"CH61";"P";"Sampling_3";0.00314753861727508
"884";"Metalaxyl";"CH93";"T";"Sampling_4";0.00285974631957672
"885";"Metalaxyl";"CH51";"G";"Sampling_3";0.00477566517123399
"886";"Metalaxyl";"CH54";"I";"Sampling_3";0.0145101006920735
"887";"Metalaxyl";"CH76";"H";"Sampling_4";0.00308960688121896
"888";"Metamitron";"CH49";"E";"Sampling_3";0.00026306486879116
"889";"Metamitron";"CH61";"P";"Sampling_3";0.000529139936782361
"890";"Metamitron";"CH85";"P";"Sampling_4";0.000459646999164298
"891";"Metamitron";"CH44";"B";"Sampling_3";6.82499057243149e-05
"892";"Methidathion";"CH33";"K";"Sampling_2";0.00107806722096701
"893";"Metolachlor";"CH56";"K";"Sampling_3";0.0213487422603975
"894";"Metolachlor";"CH34";"L";"Sampling_2";0.0124635686528497
"895";"Metolachlor";"CH85";"P";"Sampling_4";0.00600501757099936
"896";"Metolachlor";"CH77";"I";"Sampling_4";0.00231594724840168
"897";"Metolachlor";"CH23";"C";"Sampling_2";0.00343854769339821
"898";"Metolachlor";"CH40";"R";"Sampling_2";0.00185722215554489
"899";"Metolachlor";"CH66";"T";"Sampling_3";0.145308948496745
"900";"Metolachlor";"CH71";"E";"Sampling_4";0.0306982837181045
"901";"Metolachlor";"CH25";"D";"Sampling_2";0.0174616430401181
"902";"Metolachlor";"CH88";"R";"Sampling_4";0.00103294708611762
"903";"Metolachlor";"CH50";"F";"Sampling_3";0.0803435187710983
"904";"Metolachlor";"CH51";"G";"Sampling_3";0.0974987901993412
"905";"Metolachlor";"CH43";"A";"Sampling_3";0.00102836004046937
"906";"Metolachlor";"CH49";"E";"Sampling_3";0.0889521525919446
"907";"Metolachlor";"CH78";"K";"Sampling_4";0.00369316067604972
"908";"Metolachlor";"CH32";"I";"Sampling_2";0.00137317588325653
"909";"Metolachlor";"CH76";"H";"Sampling_4";0.0171800860023725
"910";"Metolachlor";"CH38";"P";"Sampling_2";0.0167280210823734
"911";"Metolachlor";"CH67";"A";"Sampling_4";0.00103389830508475
"912";"Metolachlor";"CH54";"I";"Sampling_3";0.00614686795614095
"913";"Metolachlor";"CH44";"B";"Sampling_3";0.00167839032009586
"914";"Metolachlor";"CH65";"S";"Sampling_3";0.0255395685381501
"915";"Metolachlor";"CH57";"L";"Sampling_3";0.00352251510246737
"916";"Metolachlor";"CH69";"C";"Sampling_4";0.00227692632231979
"917";"Metolachlor";"CH58";"M";"Sampling_3";0.00754649736449612
"918";"Metolachlor";"CH80";"L";"Sampling_4";0.00347906023851559
"919";"Metolachlor";"CH37";"O";"Sampling_2";0.00396709227467811
"920";"Metolachlor";"CH63";"R";"Sampling_3";0.000693748409399389
"921";"Metolachlor";"CH28";"F";"Sampling_2";0.00194247039006493
"922";"Metolachlor";"CH84";"O";"Sampling_4";0.00292358215270266
"923";"Metolachlor";"CH41";"S";"Sampling_2";0.0396426016633388
"924";"Metolachlor";"CH60";"N";"Sampling_3";0.0097616625167392
"925";"Metolachlor";"CH90";"S";"Sampling_4";0.0118962016231616
"926";"Metolachlor";"CH27";"E";"Sampling_2";0.048166626592931
"927";"Metolachlor";"CH21";"A";"Sampling_2";0.00141613016168921
"928";"Metolachlor";"CH36";"N";"Sampling_2";0.00318729199889066
"929";"Metolachlor";"CH93";"T";"Sampling_4";0.0363182004321612
"930";"Metolachlor";"CH33";"K";"Sampling_2";0.013435962387136
"931";"Metolachlor";"CH46";"C";"Sampling_3";0.0100653005720317
"932";"Metolachlor";"CH83";"N";"Sampling_4";0.00339798153894982
"933";"Metolachlor";"CH30";"H";"Sampling_2";0.00659827054518797
"934";"Metolachlor";"CH61";"P";"Sampling_3";0.0180729461667888
"935";"Metolachlor";"CH22";"B";"Sampling_2";0.00134066226171489
"936";"Metolachlor";"CH68";"B";"Sampling_4";0.00144746441377225
"937";"Metolachlor";"CH39";"Q";"Sampling_2";0.00123772847257277
"938";"Metolachlor";"CH82";"M";"Sampling_4";0.00149494784338727
"939";"Metolachlor";"CH42";"T";"Sampling_2";0.0663048331405634
"940";"Metolachlor";"CH35";"M";"Sampling_2";0.00061450226688562
"941";"Metolachlor";"CH72";"F";"Sampling_4";0.0107484086860855
"942";"Metolachlor";"CH29";"G";"Sampling_2";1.10648326825281
"943";"Metolachlor";"CH47";"D";"Sampling_3";0.00149463886442171
"944";"Metolachlor";"CH62";"Q";"Sampling_3";0.000299143230043786
"945";"Metolachlor";"CH74";"G";"Sampling_4";0.45579209986439
"946";"Metolachlor";"CH53";"H";"Sampling_3";0.0212031020094785
"947";"Metolachlor";"CH70";"D";"Sampling_4";0.00105790793840091
"951";"Metribuzin";"RO4";"D";"Sampling_1";0.107488233482214
"952";"Metribuzin";"CH88";"R";"Sampling_4";0.00605989392517248
"953";"Metribuzin";"CH32";"I";"Sampling_2";0.171899509608966
"954";"Metribuzin";"RO7";"F";"Sampling_1";2.51751142607263
"955";"Metribuzin";"CH54";"I";"Sampling_3";0.154040408169213
"956";"Metribuzin";"CH93";"T";"Sampling_4";0.0455389490062581
"957";"Metribuzin";"RO11";"K";"Sampling_1";0.112876249418433
"958";"Metribuzin";"CH85";"P";"Sampling_4";0.0367362003261212
"959";"Metribuzin";"CH62";"Q";"Sampling_3";0.0116664660064099
"960";"Metribuzin";"CH82";"M";"Sampling_4";0.0204569706574486
"961";"Metribuzin";"RO10";"I";"Sampling_1";1.35032023426641
"962";"Metribuzin";"CH56";"K";"Sampling_3";0.0548208978882221
"963";"Metribuzin";"CH40";"R";"Sampling_2";0.0187783864761484
"964";"Metribuzin";"CH57";"L";"Sampling_3";0.0286590798762466
"965";"Metribuzin";"CH77";"I";"Sampling_4";0.0636745845289421
"966";"Metribuzin";"CH33";"K";"Sampling_2";0.0595157250974055
"967";"Metribuzin";"CH80";"L";"Sampling_4";0.00361818544255683
"968";"Metribuzin";"CH71";"E";"Sampling_4";0.0286514368498934
"969";"Metribuzin";"CH69";"C";"Sampling_4";0.0618305634431304
"970";"Metribuzin";"CH51";"G";"Sampling_3";0.0506988495716122
"971";"Metribuzin";"CH66";"T";"Sampling_3";0.0172329542307221
