"","Compound","Code","Mass_ug","site","Rainfallevent","duration","LOQ_L","LOQ_E","not_using","comment","type"
"1","2-4-D","CH41",0.101485060272704,"S","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"2","2-4-D","RO1",0.00572123499070937,"A","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"3","2-4-D","CH57",0.00138025081572105,"L","3",6,0.0045,0.00025,NA,"burried","Herbicide"
"4","2-4-D","CH60",0.0249898560440101,"N","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"5","2-4-D","CH23",0.102697957780774,"C","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"6","2-4-D","CH33",0.0133762469983764,"K","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"7","2-4-D","CH78",0.00130753603496282,"K","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"8","2-4-D","CH83",0.00978618683158558,"N","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"9","2-4-D","RO7",0.165253731364331,"F","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"10","2-4-D","RO2",0.00755166174395194,"B","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"11","2-4-D","CH46",0.0465791140285545,"C","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"12","2-4-D","CH71",0.00392938031545418,"E","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"13","2-4-D","CH42",0.0443639610849182,"T","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"14","2-4-D","CH88",0.00213581674406622,"R","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"15","2-4-D","RO16",0.0263852853980104,"P","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"16","2-4-D","RO4",0.0130619955990735,"D","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"17","2-4-D","CH61",0.0249840407848873,"P","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"18","2-4-D","CH72",0.0953230301851266,"F","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"19","2-4-D","CH76",0.0191221826800024,"H","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"20","2-4-D","CH40",0.0108957033125282,"R","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"21","2-4-D","CH58",0.0272986339493578,"M","3",6,0.0045,0.00025,NA,"half burried in Sediment","Herbicide"
"22","2-4-D","CH65",0.336521373687559,"S","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"23","2-4-D","RO3",0.0224554528653782,"C","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"24","2-4-D","CH68",0.000487566960410918,"B","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"25","2-4-D","CH93",0.0108800055782706,"T","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"26","2-4-D","CH51",0.0987987740841059,"G","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"27","2-4-D","RO6",0.0202806886231672,"E","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"28","2-4-D","RO15",0.0468504305527211,"O","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"29","2-4-D","CH32",1.1717767536705,"I","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"30","2-4-D","CH29",0.222561206004714,"G","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"31","2-4-D","CH84",0.0108326412407346,"O","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"32","2-4-D","CH62",0.00727516335443854,"Q","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"33","2-4-D","CH69",0.00349735883086186,"C","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"34","2-4-D","RO19",0.122882681577836,"S","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"35","2-4-D","CH27",0.00789932676182625,"E","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"36","2-4-D","CH87",0.0200823163342271,"Q","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"37","2-4-D","RO9",0.632046476700823,"H","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"38","2-4-D","CH54",3.3282549814195,"I","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"39","2-4-D","CH66",0.127260047540604,"T","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"40","2-4-D","CH85",0.0117557049850844,"P","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"41","2-4-D","CH36",0.116563821642565,"N","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"42","2-4-D","CH49",0.0289822286282859,"E","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"43","2-4-D","CH50",0.271122856080527,"F","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"44","2-4-D","CH43",0.00601737532260166,"A","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"45","2-4-D","RO8",0.100694705219103,"G","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"46","2-4-D","CH28",0.231901080441515,"F","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"47","2-4-D","RO14",0.00909736542861043,"N","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"48","2-4-D","CH77",0.0194220127874858,"I","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"49","2-4-D","CH82",0.00100712275768069,"M","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"50","2-4-D","CH74",0.0252812684717422,"G","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"51","2-4-D","RO17",0.00867810273707816,"Q","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"52","2-4-D","CH53",0.067347334388347,"H","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"53","2-4-D","CH25",0.00651091524881453,"D","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"54","2-4-D","CH37",0.084956806866638,"O","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"55","2-4-D","CH34",0.00348979922214902,"L","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"56","2-4-D","CH30",0.533418081987749,"H","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"57","2-4-D","CH67",0.00444280871678819,"A","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"58","2-4-D","CH47",0.00612204078867793,"D","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"59","2-4-D","CH21",0.0522646438307513,"A","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"60","2-4-D","CH56",0.00880517014225809,"K","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"61","2-4-D","CH63",0.0019733288089289,"R","3",6,0.0045,0.00025,NA,NA,"Herbicide"
"62","2-4-D","CH70",0.00222462926474799,"D","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"63","2-4-D","CH38",0.040195913926149,"P","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"64","2-4-D","RO13",0.139710852414462,"M","1",6,0.0045,0.00025,NA,NA,"Herbicide"
"65","2-4-D","CH39",0.0073623001855612,"Q","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"66","2-4-D","CH35",0.0481769777242266,"M","2",5,0.0045,0.00025,NA,NA,"Herbicide"
"67","2-4-D","CH90",0.182725656906785,"S","B",5,0.0045,0.00025,NA,NA,"Herbicide"
"76","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH21",0.00010070258926927,"A","2",5,0.002,2e-05,NA,NA,"Fungicide"
"77","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH34",8.9737694283832e-05,"L","2",5,0.002,2e-05,NA,NA,"Fungicide"
"78","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH46",8.91940481397853e-05,"C","3",6,0.002,2e-05,NA,NA,"Fungicide"
"79","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH32",3.90592251223502e-05,"I","2",5,0.002,2e-05,NA,NA,"Fungicide"
"80","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH82",6.04273654608416e-05,"M","B",5,0.002,2e-05,NA,NA,"Fungicide"
"81","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH77",0.000102221119934136,"I","B",5,0.002,2e-05,NA,NA,"Fungicide"
"82","2-n-Octyl-4-isothiazolin-3-on-(OIT)","RO4",0.00602861335341852,"D","1",6,0.002,2e-05,NA,NA,"Fungicide"
"83","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH41",0.000101485060272704,"S","2",5,0.002,2e-05,NA,NA,"Fungicide"
"84","2-n-Octyl-4-isothiazolin-3-on-(OIT)","RO19",0.0153603351972295,"S","1",6,0.002,2e-05,NA,NA,"Fungicide"
"85","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH28",9.56293115222743e-05,"F","2",5,0.002,2e-05,NA,NA,"Fungicide"
"86","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH78",4.0231877998856e-05,"K","B",5,0.002,2e-05,NA,NA,"Fungicide"
"87","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH57",6.44117047336488e-05,"L","3",6,0.002,2e-05,NA,"burried","Fungicide"
"88","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH71",6.04520048531413e-05,"E","B",5,0.002,2e-05,NA,NA,"Fungicide"
"89","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH67",8.50750605342419e-05,"A","B",5,0.002,2e-05,NA,NA,"Fungicide"
"90","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH80",5.9375961401539e-05,"L","B",5,0.002,2e-05,NA,NA,"Fungicide"
"91","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH68",6.82593744575286e-05,"B","B",5,0.002,2e-05,NA,NA,"Fungicide"
"92","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH43",0.000188042978831302,"A","3",6,0.002,2e-05,NA,NA,"Fungicide"
"93","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH42",7.71547149302925e-05,"T","2",5,0.002,2e-05,NA,NA,"Fungicide"
"94","2-n-Octyl-4-isothiazolin-3-on-(OIT)","CH76",0.000669276393800084,"H","B",5,0.002,2e-05,NA,NA,"Fungicide"
"95","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH77",0.000817768959473087,"I","B",5,NA,1e-04,NA,NA,"Biozide"
"96","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH84",0.00108326412407346,"O","B",5,NA,1e-04,NA,NA,"Biozide"
"97","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH39",0.00130471142528933,"Q","2",5,NA,1e-04,NA,NA,"Biozide"
"98","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH33",0.00162425856408856,"K","2",5,NA,1e-04,NA,NA,"Biozide"
"99","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH69",0.000777190851302635,"C","B",5,NA,1e-04,NA,NA,"Biozide"
"100","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH74",0.000777885183745914,"G","B",5,NA,1e-04,NA,NA,"Biozide"
"101","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH93",0.00326400167348118,"T","B",5,NA,1e-04,NA,NA,"Biozide"
"102","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH25",0.00291533518603636,"D","2",5,NA,1e-04,NA,NA,"Biozide"
"103","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH27",0.000385333012772012,"E","2",5,NA,1e-04,NA,NA,"Biozide"
"104","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH63",0.00414399049875069,"R","3",6,NA,1e-04,NA,NA,"Biozide"
"105","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH41",0.00172524602463597,"S","2",5,NA,1e-04,NA,NA,"Biozide"
"106","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH88",0.000406822236964995,"R","B",5,NA,1e-04,NA,NA,"Biozide"
"107","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH40",0.00198103696591422,"R","2",5,NA,1e-04,NA,NA,"Biozide"
"108","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH78",0.00482782535986272,"K","B",5,NA,1e-04,NA,NA,"Biozide"
"109","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH47",0.000860911985907835,"D","3",6,NA,1e-04,NA,NA,"Biozide"
"110","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH29",0.000404656738190389,"G","2",5,NA,1e-04,NA,NA,"Biozide"
"111","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH82",0.000503561378840347,"M","B",5,NA,1e-04,NA,NA,"Biozide"
"112","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH62",0.00306322667555307,"Q","3",6,NA,1e-04,NA,NA,"Biozide"
"113","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH22",0.00922375635947975,"B","2",5,NA,1e-04,NA,NA,"Biozide"
"114","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH71",0.00261958687696945,"E","B",5,NA,1e-04,NA,NA,"Biozide"
"115","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH21",0.00322248285661665,"A","2",5,NA,1e-04,NA,NA,"Biozide"
"116","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH37",0.00185537854076566,"O","2",5,NA,1e-04,NA,NA,"Biozide"
"117","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH87",0.00349257675377862,"Q","B",5,NA,1e-04,NA,NA,"Biozide"
"118","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH42",0.000385773574651463,"T","2",5,NA,1e-04,NA,NA,"Biozide"
"119","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH65",0.00490359715944729,"S","3",6,NA,1e-04,NA,NA,"Biozide"
"120","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH36",0.000874228662319237,"N","2",5,NA,1e-04,NA,NA,"Biozide"
"121","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH57",0.000368066884192279,"L","3",6,NA,1e-04,NA,"burried","Biozide"
"122","5-Chloro-2-methyl-4-isothiazolin-3-on-(CMI)","CH34",0.00139591968885961,"L","2",5,NA,1e-04,NA,NA,"Biozide"
"123","Acetamiprid","CH74",0.000875120831714154,"G","B",5,0.002,2e-04,NA,NA,"Insecticide"
"124","Acetamiprid","CH76",0.000669276393800084,"H","B",5,0.002,2e-04,NA,NA,"Insecticide"
"125","Acetamiprid","CH88",0.000610233355447492,"R","B",5,0.002,2e-04,NA,NA,"Insecticide"
"126","Acetamiprid","RO17",0.00074081364828716,"Q","1",6,0.002,2e-04,NA,NA,"Insecticide"
"127","Acetamiprid","CH60",0.00134560763313901,"N","3",6,0.002,2e-04,NA,NA,"Insecticide"
"128","Acetamiprid","RO3",0.00449109057307565,"C","1",6,0.002,2e-04,NA,NA,"Insecticide"
"129","Acetamiprid","CH68",0.000585080352493102,"B","B",5,0.002,2e-04,NA,NA,"Insecticide"
"130","Acetamiprid","CH50",0.00252424728074973,"F","3",6,0.002,2e-04,NA,NA,"Insecticide"
"131","Acetamiprid","RO18",0.00832271186368327,"R","1",6,0.002,2e-04,NA,NA,"Insecticide"
"132","Acetamiprid","CH87",0.000436572094222328,"Q","B",5,0.002,2e-04,NA,NA,"Insecticide"
"133","Acetamiprid","CH72",0.00127752514681098,"F","B",5,0.002,2e-04,NA,NA,"Insecticide"
"134","Acetamiprid","CH51",0.00155998064343325,"G","3",6,0.002,2e-04,NA,NA,"Insecticide"
"135","Acetamiprid","CH29",0.000809313476380779,"G","2",5,0.002,2e-04,NA,NA,"Insecticide"
"136","Acetamiprid","CH36",0.000388546072141883,"N","2",5,0.002,2e-04,NA,NA,"Insecticide"
"137","Acetochlor","CH32",0.000976480628058754,"I","2",5,NA,0.00025,NA,NA,"Herbicide"
"138","Acetochlor","CH85",0.00171814149782003,"P","B",5,NA,0.00025,NA,NA,"Herbicide"
"139","Acetochlor","CH82",0.0161139641228911,"M","B",5,NA,0.00025,NA,NA,"Herbicide"
"140","Acetochlor","CH66",0.0234941626228808,"T","3",6,NA,0.00025,NA,NA,"Herbicide"
"141","Acetochlor","CH38",0.00223851336634728,"P","2",5,NA,0.00025,NA,NA,"Herbicide"
"142","Acetochlor","CH93",0.00178036454917155,"T","B",5,NA,0.00025,NA,NA,"Herbicide"
"143","Acetochlor","CH29",0.313608972097552,"G","2",5,NA,0.00025,NA,NA,"Herbicide"
"144","Acetochlor","CH54",0.00682524519117643,"I","3",6,NA,0.00025,NA,NA,"Herbicide"
"145","Acetochlor","CH49",0.0134560347202756,"E","3",6,NA,0.00025,NA,NA,"Herbicide"
"146","Acetochlor","CH61",0.00212827014093485,"P","3",6,NA,0.00025,NA,NA,"Herbicide"
"147","Acetochlor","CH51",0.12479845147466,"G","3",6,NA,0.00025,NA,NA,"Herbicide"
"148","Acetochlor","CH72",0.016706098073682,"F","B",5,NA,0.00025,NA,NA,"Herbicide"
"149","Acetochlor","CH74",0.0184747731139655,"G","B",5,NA,0.00025,NA,NA,"Herbicide"
"150","Acetochlor","CH42",0.0144665090494298,"T","2",5,NA,0.00025,NA,NA,"Herbicide"
"151","Alachlor","CH35",0.000688242538917522,"M","2",5,0.0015,0.00025,NA,NA,"Herbicide"
"152","Alachlor","CH74",0.0184747731139655,"G","B",5,0.0015,0.00025,NA,NA,"Herbicide"
"153","Alachlor","CH58",0.00178491068130417,"M","3",6,0.0015,0.00025,NA,"half burried in Sediment","Herbicide"
"154","Alachlor","CH66",0.0234941626228808,"T","3",6,0.0015,0.00025,NA,NA,"Herbicide"
"155","Alachlor","CH49",0.0134560347202756,"E","3",6,0.0015,0.00025,NA,NA,"Herbicide"
"156","Alachlor","CH54",0.00682524519117643,"I","3",6,0.0015,0.00025,NA,NA,"Herbicide"
"157","Alachlor","CH36",0.000679955626248295,"N","2",5,0.0015,0.00025,NA,NA,"Herbicide"
"158","Alachlor","CH71",0.00151130012132853,"E","B",5,0.0015,0.00025,NA,NA,"Herbicide"
"159","Alachlor","CH51",0.12479845147466,"G","3",6,0.0015,0.00025,NA,NA,"Herbicide"
"160","Alachlor","CH42",0.0144665090494298,"T","2",5,0.0015,0.00025,NA,NA,"Herbicide"
"161","Alachlor","CH61",0.00212827014093485,"P","3",6,0.0015,0.00025,NA,NA,"Herbicide"
"162","Alachlor","CH82",0.0161139641228911,"M","B",5,0.0015,0.00025,NA,NA,"Herbicide"
"163","Alachlor","CH72",0.016706098073682,"F","B",5,0.0015,0.00025,NA,NA,"Herbicide"
"164","Alachlor","CH32",0.000976480628058754,"I","2",5,0.0015,0.00025,NA,NA,"Herbicide"
"165","Alachlor","CH29",0.313608972097552,"G","2",5,0.0015,0.00025,NA,NA,"Herbicide"
"166","Alachlor","CH38",0.00223851336634728,"P","2",5,0.0015,0.00025,NA,NA,"Herbicide"
"167","Alachlor","CH93",0.00178036454917155,"T","B",5,0.0015,0.00025,NA,NA,"Herbicide"
"168","Alachlor","CH85",0.00171814149782003,"P","B",5,0.0015,0.00025,NA,NA,"Herbicide"
"169","Amidosulfuron","CH37",0.00419901459225912,"O","2",5,NA,0.00015,NA,NA,"Herbicide"
"170","Amidosulfuron","CH61",0.00055520090633083,"P","3",6,NA,0.00015,NA,NA,"Herbicide"
"171","Amidosulfuron","CH38",0.000583960008612334,"P","2",5,NA,0.00015,NA,NA,"Herbicide"
"172","Amidosulfuron","CH84",0.00718893464157841,"O","B",5,NA,0.00015,NA,NA,"Herbicide"
"173","Atraton","CH90",0.00040605701534841,"S","B",5,NA,1e-04,NA,NA,"Herbicide"
"174","Atraton","CH65",0.000384595855642925,"S","3",6,NA,1e-04,NA,NA,"Herbicide"
"175","Atraton","CH70",0.000386892046043128,"D","B",5,NA,1e-04,NA,NA,"Herbicide"
"176","Atraton","CH32",0.000488240314029377,"I","2",5,NA,1e-04,NA,NA,"Herbicide"
"177","Atraton","CH61",0.00055520090633083,"P","3",6,NA,1e-04,NA,NA,"Herbicide"
"178","Atraton","CH66",0.00117470813114404,"T","3",6,NA,1e-04,NA,NA,"Herbicide"
"179","Atraton","CH85",0.000632999499196852,"P","B",5,NA,1e-04,NA,NA,"Herbicide"
"180","Atraton","CH93",0.000395636566482567,"T","B",5,NA,1e-04,NA,NA,"Herbicide"
"181","Atraton","CH23",0.000978075788388323,"C","2",5,NA,1e-04,NA,NA,"Herbicide"
"182","Atrazin","RO4",0.0211001467369648,"D","1",6,0.002,1e-04,NA,NA,"Herbicide"
"183","Atrazin","CH36",0.00971365180354708,"N","2",5,0.002,1e-04,NA,NA,"Herbicide"
"184","Atrazin","CH49",0.0087981765478725,"E","3",6,0.002,1e-04,NA,NA,"Herbicide"
"185","Atrazin","CH90",0.00314694186895018,"S","B",5,0.002,1e-04,NA,NA,"Herbicide"
"186","Atrazin","CH42",0.00771547149302925,"T","2",5,0.002,1e-04,NA,NA,"Herbicide"
"187","Atrazin","RO3",0.0122484288356609,"C","1",6,0.002,1e-04,NA,NA,"Herbicide"
"188","Atrazin","RO11",0.0110471311490838,"K","1",6,0.002,1e-04,NA,NA,"Herbicide"
"189","Atrazin","CH25",0.00971778395345453,"D","2",5,0.002,1e-04,NA,NA,"Herbicide"
"190","Atrazin","CH63",0.00138133016625023,"R","3",6,0.002,1e-04,NA,NA,"Herbicide"
"191","Atrazin","CH84",0.0064011061877068,"O","B",5,0.002,1e-04,NA,NA,"Herbicide"
"192","Atrazin","CH62",0.054563725158289,"Q","3",6,0.002,1e-04,NA,NA,"Herbicide"
"193","Atrazin","CH74",0.0243089119920598,"G","B",5,0.002,1e-04,NA,NA,"Herbicide"
"194","Atrazin","CH50",0.0205679408061089,"F","3",6,0.002,1e-04,NA,NA,"Herbicide"
"195","Atrazin","CH41",0.00294306674790843,"S","2",5,0.002,1e-04,NA,NA,"Herbicide"
"196","Atrazin","CH77",0.00787102623492847,"I","B",5,0.002,1e-04,NA,NA,"Herbicide"
"197","Atrazin","CH32",0.00937421402936404,"I","2",5,0.002,1e-04,NA,NA,"Herbicide"
"198","Atrazin","CH70",0.125739914964017,"D","B",5,0.002,1e-04,NA,NA,"Herbicide"
"199","Atrazin","CH39",0.00503245835468741,"Q","2",5,0.002,1e-04,NA,NA,"Herbicide"
"200","Atrazin","CH69",0.0136008398977961,"C","B",5,0.002,1e-04,NA,NA,"Herbicide"
"201","Atrazin","CH83",0.00682067567049904,"N","B",5,0.002,1e-04,NA,NA,"Herbicide"
"202","Atrazin","CH67",0.00302489104121749,"A","B",5,0.002,1e-04,NA,NA,"Herbicide"
"203","Atrazin","RO13",0.0518926023253715,"M","1",6,0.002,1e-04,NA,NA,"Herbicide"
"204","Atrazin","RO6",0.0141964820362171,"E","1",6,0.002,1e-04,NA,NA,"Herbicide"
"205","Atrazin","RO10",0.0179490566031661,"I","1",6,0.002,1e-04,NA,NA,"Herbicide"
"206","Atrazin","CH46",0.0535164288838712,"C","3",6,0.002,1e-04,NA,NA,"Herbicide"
"207","Atrazin","CH23",0.562393578323286,"C","2",5,0.002,1e-04,NA,NA,"Herbicide"
"208","Atrazin","CH87",0.0165897395804485,"Q","B",5,0.002,1e-04,NA,NA,"Herbicide"
"209","Atrazin","CH37",0.00585909012873366,"O","2",5,0.002,1e-04,NA,NA,"Herbicide"
"210","Atrazin","CH53",0.00211088660023177,"H","3",6,0.002,1e-04,NA,NA,"Herbicide"
"211","Atrazin","CH28",0.0105192242674502,"F","2",5,0.002,1e-04,NA,NA,"Herbicide"
"212","Atrazin","RO9",0.00579375936975754,"H","1",6,0.002,1e-04,NA,NA,"Herbicide"
"213","Atrazin","RO1",0.00412679245231496,"A","1",6,0.002,1e-04,NA,NA,"Herbicide"
"214","Atrazin","CH21",0.00362529321369373,"A","2",5,0.002,1e-04,NA,NA,"Herbicide"
"215","Atrazin","CH85",0.271285499655794,"P","B",5,0.002,1e-04,NA,NA,"Herbicide"
"216","Atrazin","CH58",0.0241487915705858,"M","3",6,0.002,1e-04,NA,"half burried in Sediment","Herbicide"
"217","Atrazin","RO16",0.0453826908845779,"P","1",6,0.002,1e-04,NA,NA,"Herbicide"
"218","Atrazin","CH80",0.000395839742676927,"L","B",5,0.002,1e-04,NA,NA,"Herbicide"
"219","Atrazin","CH38",0.0321178004736783,"P","2",5,0.002,1e-04,NA,NA,"Herbicide"
"220","Atrazin","CH82",0.0402849103072277,"M","B",5,0.002,1e-04,NA,NA,"Herbicide"
"221","Atrazin","CH76",0.0143416370100018,"H","B",5,0.002,1e-04,NA,NA,"Herbicide"
"222","Atrazin","CH60",0.00624746401100253,"N","3",6,0.002,1e-04,NA,NA,"Herbicide"
"223","Atrazin","CH72",0.0137579631195028,"F","B",5,0.002,1e-04,NA,NA,"Herbicide"
"224","Atrazin","CH30",0.00391173260124349,"H","2",5,0.002,1e-04,NA,NA,"Herbicide"
"225","Atrazin","CH29",0.0202328369095195,"G","2",5,0.002,1e-04,NA,NA,"Herbicide"
"226","Atrazin","CH33",0.0363069561384501,"K","2",5,0.002,1e-04,NA,NA,"Herbicide"
"227","Atrazin","RO17",0.00846644169471041,"Q","1",6,0.002,1e-04,NA,NA,"Herbicide"
"228","Atrazin","CH56",0.0057689045759622,"K","3",6,0.002,1e-04,NA,NA,"Herbicide"
"229","Atrazin","CH51",0.0894388902235064,"G","3",6,0.002,1e-04,NA,NA,"Herbicide"
"230","Atrazin","CH78",0.00211217359493994,"K","B",5,0.002,1e-04,NA,NA,"Herbicide"
"231","Atrazin","CH65",0.00403825648425071,"S","3",6,0.002,1e-04,NA,NA,"Herbicide"
"232","Atrazin","CH88",0.00111876115165374,"R","B",5,0.002,1e-04,NA,NA,"Herbicide"
"233","Atrazin","CH43",0.00310270915071648,"A","3",6,0.002,1e-04,NA,NA,"Herbicide"
"234","Atrazin","CH66",0.0851663395079427,"T","3",6,0.002,1e-04,NA,NA,"Herbicide"
"235","Atrazin","RO2",0.00438812777013423,"B","1",6,0.002,1e-04,NA,NA,"Herbicide"
"236","Atrazin","CH35",0.0235968870486008,"M","2",5,0.002,1e-04,NA,NA,"Herbicide"
"237","Atrazin","CH61",0.0296107150043109,"P","3",6,0.002,1e-04,NA,NA,"Herbicide"
"238","Atrazin","CH54",0.00891073677736922,"I","3",6,0.002,1e-04,NA,NA,"Herbicide"
"239","Atrazin","CH71",0.00705273389953315,"E","B",5,0.002,1e-04,NA,NA,"Herbicide"
"240","Atrazin","CH47",0.00755689409852433,"D","3",6,0.002,1e-04,NA,NA,"Herbicide"
"241","Atrazin","RO14",0.00695079605781471,"N","1",6,0.002,1e-04,NA,NA,"Herbicide"
"242","Atrazin","RO7",0.0340835820938934,"F","1",6,0.002,1e-04,NA,NA,"Herbicide"
"243","Atrazin","CH27",0.0102113248384583,"E","2",5,0.002,1e-04,NA,NA,"Herbicide"
"244","Atrazin","CH93",0.0128581884106834,"T","B",5,0.002,1e-04,NA,NA,"Herbicide"
"304","Azoxystrobin","CH38",0.000486633340510278,"P","2",5,0.0015,4e-05,NA,NA,"Fungicide"
"305","Azoxystrobin","CH70",0.00048361505755391,"D","B",5,0.0015,4e-05,NA,NA,"Fungicide"
"306","Azoxystrobin","CH84",0.000393914226935803,"O","B",5,0.0015,4e-05,NA,NA,"Fungicide"
"307","Azoxystrobin","CH76",0.00105172004740013,"H","B",5,0.0015,4e-05,NA,NA,"Fungicide"
"308","Azoxystrobin","CH32",0.000781184502447003,"I","2",5,0.0015,4e-05,NA,NA,"Fungicide"
"309","Azoxystrobin","CH37",0.000390606008582244,"O","2",5,0.0015,4e-05,NA,NA,"Fungicide"
"310","Azoxystrobin","CH36",0.000582819108212825,"N","2",5,0.0015,4e-05,NA,NA,"Fungicide"
"311","Azoxystrobin","CH29",0.000606985107285584,"G","2",5,0.0015,4e-05,NA,NA,"Fungicide"
