"","Compound","Code","Mass_ug","site","Rainfallevent","duration","LOQ_L","LOQ_E","not_using","comment","type"
"2157","Thiacloprid","CH38",0.0467168006889867,"P","2",5,0.0035,1e-04,NA,NA,"Insecticide"
"2158","Thiacloprid","CH49",0.00279471490344185,"E","3",6,0.0035,1e-04,NA,NA,"Insecticide"
"2159","Thiacloprid","CH35",0.000196640725405006,"M","2",5,0.0035,1e-04,NA,NA,"Insecticide"
"2160","Thiacloprid","CH93",0.00197818283241283,"T","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2161","Thiacloprid","CH88",0.00386481125116745,"R","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2162","Thiacloprid","CH70",0.00367547443740972,"D","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2163","Thiacloprid","CH66",0.00646089472129221,"T","3",6,0.0035,1e-04,NA,NA,"Insecticide"
"2164","Thiacloprid","CH74",0.0076816161894909,"G","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2165","Thiacloprid","CH82",0.00382706647918663,"M","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2166","Thiacloprid","CH87",0.00960458607289122,"Q","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2167","Thiacloprid","CH46",0.0148656746899642,"C","3",6,0.0035,1e-04,NA,NA,"Insecticide"
"2168","Thiacloprid","CH51",0.012479845147466,"G","3",6,0.0035,1e-04,NA,NA,"Insecticide"
"2169","Thiacloprid","CH71",0.00161205346275043,"E","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2170","Thiacloprid","CH85",0.00705342299105064,"P","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2171","Thiacloprid","CH76",0.00573665480400072,"H","B",5,0.0035,1e-04,NA,NA,"Insecticide"
"2172","Thiacloprid","CH54",0.00758360576797381,"I","3",6,0.0035,1e-04,NA,NA,"Insecticide"
"2173","Thiacloprid","CH53",0.00482488365767262,"H","3",6,0.0035,1e-04,NA,NA,"Insecticide"
"2174","Thiacloprid","CH58",0.000524973729795343,"M","3",6,0.0035,1e-04,NA,"half burried in Sediment","Insecticide"
"2175","Thiacloprid","RO3",0.0163312384475478,"C","1",6,0.0035,1e-04,NA,NA,"Insecticide"
"2229","Thiamethoxam","CH50",0.0102839704030545,"F","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2230","Thiamethoxam","RO4",0.000301430667670926,"D","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2231","Thiamethoxam","CH33",0.000764356971335792,"K","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2232","Thiamethoxam","CH21",0.00412880616004008,"A","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2233","Thiamethoxam","CH60",0.00182618178783151,"N","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2234","Thiamethoxam","CH61",0.00323867195359651,"P","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2235","Thiamethoxam","CH32",0.000390592251223501,"I","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2236","Thiamethoxam","RO2",0.00102049483026378,"B","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2237","Thiamethoxam","CH49",0.00144911143141429,"E","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2238","Thiamethoxam","CH36",0.00126277473446112,"N","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2239","Thiamethoxam","CH47",0.000669598211261649,"D","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2240","Thiamethoxam","CH39",0.00801465589820587,"Q","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2241","Thiamethoxam","CH67",0.0151244552060874,"A","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2242","Thiamethoxam","CH43",0.00244455872480692,"A","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2243","Thiamethoxam","CH42",0.00154309429860585,"T","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2244","Thiamethoxam","CH77",0.00367996031762889,"I","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2245","Thiamethoxam","CH76",0.00353760379580045,"H","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2246","Thiamethoxam","CH22",0.000643517885545099,"B","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2247","Thiamethoxam","CH30",0.000355612054658499,"H","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2248","Thiamethoxam","CH44",0.000214833961010285,"B","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2249","Thiamethoxam","CH90",0.00121817104604523,"S","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2250","Thiamethoxam","CH29",0.00273143298278513,"G","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2251","Thiamethoxam","CH53",0.00080414727627877,"H","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2252","Thiamethoxam","CH63",0.00039466576178578,"R","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2253","Thiamethoxam","CH35",0.00157312580324005,"M","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2254","Thiamethoxam","CH83",0.00128505483647083,"N","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2255","Thiamethoxam","CH65",0.000673042747375118,"S","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2256","Thiamethoxam","CH85",0.00605870949231273,"P","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2257","Thiamethoxam","CH62",0.011487100033324,"Q","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2258","Thiamethoxam","CH41",0.000811880482181635,"S","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2259","Thiamethoxam","CH28",0.00650279318351465,"F","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2260","Thiamethoxam","RO7",0.0134268656733519,"F","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2261","Thiamethoxam","CH93",0.00128581884106834,"T","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2262","Thiamethoxam","CH38",0.00165455335773495,"P","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2263","Thiamethoxam","RO16",0.00189974054865675,"P","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2264","Thiamethoxam","RO6",0.00152105164673754,"E","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2265","Thiamethoxam","CH72",0.0452047359640807,"F","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2266","Thiamethoxam","CH23",0.00415682210065037,"C","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2267","Thiamethoxam","CH87",0.00436572094222328,"Q","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2268","Thiamethoxam","CH82",0.00281994372150594,"M","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2269","Thiamethoxam","CH58",0.0016799159353451,"M","3",6,0.00025,5e-05,NA,"half burried in Sediment","Insecticide"
"2270","Thiamethoxam","CH71",0.00120904009706283,"E","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2271","Thiamethoxam","CH27",0.000577999519158019,"E","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2272","Thiamethoxam","CH78",0.00060347816998284,"K","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2273","Thiamethoxam","CH88",0.00101705559241249,"R","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2274","Thiamethoxam","CH51",0.00509593676854862,"G","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2275","Thiamethoxam","CH46",0.00346865742765832,"C","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2276","Thiamethoxam","CH74",0.00369495462279309,"G","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2277","Thiamethoxam","CH54",0.000473975360498363,"I","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2278","Thiamethoxam","RO17",0.0137579677539044,"Q","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2279","Thiamethoxam","CH66",0.00215363157376407,"T","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2280","Thiamethoxam","CH68",0.000682593744575285,"B","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2281","Thiamethoxam","CH70",0.00174101420719408,"D","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2282","Thiamethoxam","CH40",0.00148577772443567,"R","2",5,0.00025,5e-05,NA,NA,"Insecticide"
"2283","Thiamethoxam","CH69",0.00174867941543093,"C","B",5,0.00025,5e-05,NA,NA,"Insecticide"
"2284","Thiamethoxam","RO3",0.00102070240297174,"C","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2285","Thiamethoxam","RO8",0.00926391288015751,"G","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2286","Thiamethoxam","RO11",0.000502142324958356,"K","1",6,0.00025,5e-05,NA,NA,"Insecticide"
"2287","Thiamethoxam","CH56",0.000607253113259179,"K","3",6,0.00025,5e-05,NA,NA,"Insecticide"
"2288","Thiencarbazone","CH29",0.00232677624459474,"G","2",5,NA,5e-04,NA,NA,"Herbicide"
"2289","Thiencarbazone","CH49",0.00269120694405512,"E","3",6,NA,5e-04,NA,NA,"Herbicide"
"2290","Thiencarbazone","CH28",0.00191258623044549,"F","2",5,NA,5e-04,NA,NA,"Herbicide"
"2291","Thiencarbazone","CH74",0.0777885183745914,"G","B",5,NA,5e-04,NA,NA,"Herbicide"
"2292","Thiencarbazone","CH90",0.00253785634592756,"S","B",5,NA,5e-04,NA,NA,"Herbicide"
"2293","Thiencarbazone","CH38",0.003503760051674,"P","2",5,NA,5e-04,NA,NA,"Herbicide"
"2294","Thiencarbazone","CH76",0.00363321470920046,"H","B",5,NA,5e-04,NA,NA,"Herbicide"
"2295","Thiencarbazone","CH51",0.0102958722466595,"G","3",6,NA,5e-04,NA,NA,"Herbicide"
"2296","Thiencarbazone","CH30",0.0024892843826095,"H","2",5,NA,5e-04,NA,NA,"Herbicide"
"2297","Thiencarbazone","CH84",0.0196957113467902,"O","B",5,NA,5e-04,NA,NA,"Herbicide"
"2298","Thiencarbazone","CH88",0.0043733390473737,"R","B",5,NA,5e-04,NA,NA,"Herbicide"
"2299","Thiencarbazone","CH72",0.0117925398167167,"F","B",5,NA,5e-04,NA,NA,"Herbicide"
"2300","Thiencarbazone","CH71",0.00302260024265706,"E","B",5,NA,5e-04,NA,NA,"Herbicide"
"2301","Thiencarbazone","CH37",0.022459845493479,"O","2",5,NA,5e-04,NA,NA,"Herbicide"
"2302","Thiencarbazone","CH85",0.0253199799678741,"P","B",5,NA,5e-04,NA,NA,"Herbicide"
"2303","Thiencarbazone","CH54",0.000947950720996726,"I","3",6,NA,5e-04,NA,NA,"Herbicide"
"2304","Thiencarbazone","CH61",0.0916081495445869,"P","3",6,NA,5e-04,NA,NA,"Herbicide"
"2305","Thiencarbazone","CH50",0.0177632216052759,"F","3",6,NA,5e-04,NA,NA,"Herbicide"
"2306","Thiencarbazone","CH40",0.00237724435909707,"R","2",5,NA,5e-04,NA,NA,"Herbicide"
"2307","Thiencarbazone","CH63",0.0167732948758956,"R","3",6,NA,5e-04,NA,NA,"Herbicide"
"2308","Thiencarbazone","CH77",0.00102221119934136,"I","B",5,NA,5e-04,NA,NA,"Herbicide"
"2309","Thiencarbazone","CH41",0.00284158168763572,"S","2",5,NA,5e-04,NA,NA,"Herbicide"
"2310","Thifensulfuron-methyl","CH27",0.000770666025544025,"E","2",5,NA,2e-04,NA,NA,"Herbicide"
"2311","Tribenuron-methyl","CH72",0.00972884534879127,"F","B",5,NA,0.001,NA,NA,"Herbicide"
"2312","Tribenuron-methyl","CH49",0.00279471490344185,"E","3",6,NA,0.001,NA,NA,"Herbicide"
"2313","Tribenuron-methyl","CH29",0.00566519433466545,"G","2",5,NA,0.001,NA,NA,"Herbicide"
"2314","Tribenuron-methyl","CH51",0.00426394709205088,"G","3",6,NA,0.001,NA,NA,"Herbicide"
"2315","Tribenuron-methyl","CH27",0.0150279874981085,"E","2",5,NA,0.001,NA,NA,"Herbicide"
"2316","Tribenuron-methyl","CH50",0.0121537832036098,"F","3",6,NA,0.001,NA,NA,"Herbicide"
"2317","Tribenuron-methyl","CH74",0.00281983379107894,"G","B",5,NA,0.001,NA,NA,"Herbicide"
"2318","Tribenuron-methyl","CH42",0.00694392434372633,"T","2",5,NA,0.001,NA,NA,"Herbicide"
"2319","Tribenuron-methyl","CH28",0.0258199141110141,"F","2",5,NA,0.001,NA,NA,"Herbicide"
"2320","Tribenuron-methyl","CH66",0.0030346626721221,"T","3",6,NA,0.001,NA,NA,"Herbicide"
"2321","Triclosan","CH76",0.000764887307200096,"H","B",5,NA,2e-04,NA,NA,"Biozide"
"2322","Triclosan","CH21",0.00926463821277287,"A","2",5,NA,2e-04,NA,NA,"Biozide"
"2323","Triclosan","CH67",0.008129394673272,"A","B",5,NA,2e-04,NA,NA,"Biozide"
"2324","Triclosan","CH36",0.00369118768534789,"N","2",5,NA,2e-04,NA,NA,"Biozide"
"2325","Triclosan","CH60",0.00192229661877001,"N","3",6,NA,2e-04,NA,NA,"Biozide"
"2326","Triclosan","CH69",0.00369165654368751,"C","B",5,NA,2e-04,NA,NA,"Biozide"
"2327","Triclosan","CH39",0.0048460710082175,"Q","2",5,NA,2e-04,NA,NA,"Biozide"
"2328","Triclosan","CH88",0.00213581674406622,"R","B",5,NA,2e-04,NA,NA,"Biozide"
"2329","Triclosan","CH29",0.000606985107285584,"G","2",5,NA,2e-04,NA,NA,"Biozide"
"2330","Triclosan","CH41",0.00294306674790843,"S","2",5,NA,2e-04,NA,NA,"Biozide"
"2331","Triclosan","CH87",0.00174628837688931,"Q","B",5,NA,2e-04,NA,NA,"Biozide"
"2332","Triclosan","CH46",0.0056489563821864,"C","3",6,NA,2e-04,NA,NA,"Biozide"
"2333","Triclosan","CH43",0.0103423638357216,"A","3",6,NA,2e-04,NA,NA,"Biozide"
"2334","Triclosan","CH23",0.00391230315355329,"C","2",5,NA,2e-04,NA,NA,"Biozide"
"2335","Triclosan","CH70",0.0125739914964017,"D","B",5,NA,2e-04,NA,NA,"Biozide"
"2336","Trifloxystrobin","CH61",0.00675494436035843,"P","3",6,0.015,2e-04,NA,NA,"Fungicide"
"2337","Trifloxystrobin","CH38",0.0486633340510278,"P","2",5,0.015,2e-04,NA,NA,"Fungicide"
"2338","Trifloxystrobin","CH85",0.000361713999541059,"P","B",5,0.015,2e-04,NA,NA,"Fungicide"
"2339","Triflusulfuron-methyl","CH85",0.0108514199862318,"P","B",5,NA,1e-04,NA,NA,"Herbicide"
"2340","Triflusulfuron-methyl","CH61",0.00647734390719301,"P","3",6,NA,1e-04,NA,NA,"Herbicide"
"2341","Trinexapac-ethyl","CH84",0.0177261402121111,"O","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2342","Trinexapac-ethyl","CH76",0.00898742585960113,"H","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2343","Trinexapac-ethyl","CH30",0.00586759890186524,"H","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2344","Trinexapac-ethyl","CH90",0.0121817104604523,"S","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2345","Trinexapac-ethyl","CH33",0.00401287409951291,"K","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2346","Trinexapac-ethyl","CH62",0.00555209834943993,"Q","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2347","Trinexapac-ethyl","CH72",0.00668243922947279,"F","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2348","Trinexapac-ethyl","CH65",0.015383834225717,"S","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2349","Trinexapac-ethyl","CH51",0.0207997419124433,"G","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2350","Trinexapac-ethyl","CH37",0.00966749871241053,"O","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2351","Trinexapac-ethyl","CH83",0.0148275558054327,"N","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2352","Trinexapac-ethyl","CH70",0.00512631961007145,"D","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2353","Trinexapac-ethyl","CH25",0.00252662382789818,"D","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2354","Trinexapac-ethyl","CH39",0.00307539121675341,"Q","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2355","Trinexapac-ethyl","CH29",0.0121397021457117,"G","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2356","Trinexapac-ethyl","CH77",0.00684881503558711,"I","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2357","Trinexapac-ethyl","CH61",0.0148053575021555,"P","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2358","Trinexapac-ethyl","CH87",0.00820755537137977,"Q","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2359","Trinexapac-ethyl","CH93",0.0168145540755091,"T","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2360","Trinexapac-ethyl","CH66",0.0137049281966804,"T","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2361","Trinexapac-ethyl","CH85",0.0117557049850844,"P","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2362","Trinexapac-ethyl","CH46",0.00604537437391878,"C","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2363","Trinexapac-ethyl","CH60",0.0115337797126201,"N","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2364","Trinexapac-ethyl","CH38",0.0107059334912261,"P","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2365","Trinexapac-ethyl","CH67",0.00482092009694037,"A","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2366","Trinexapac-ethyl","CH68",0.0065333972695063,"B","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2367","Trinexapac-ethyl","CH69",0.00340020997444903,"C","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2368","Trinexapac-ethyl","CH21",0.00422950874930935,"A","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2369","Trinexapac-ethyl","CH43",0.00488911744961385,"A","3",6,NA,0.001,NA,NA,"Plant growth regulator"
"2370","Trinexapac-ethyl","CH42",0.0092585657916351,"T","2",5,NA,0.001,NA,NA,"Plant growth regulator"
"2371","Trinexapac-ethyl","CH74",0.0252812684717422,"G","B",5,NA,0.001,NA,NA,"Plant growth regulator"
"2372","Trinexapac-ethyl","CH36",0.00806233099694407,"N","2",5,NA,0.001,NA,NA,"Plant growth regulator"
